date,close
03/04/2010,9.7157
03/05/2010,9.6643
03/08/2010,9.8114
03/09/2010,9.9914
03/10/2010,10.1829
03/11/2010,10.17
03/12/2010,9.9971
03/15/2010,9.9429
03/16/2010,10.09
03/17/2010,10.1314
03/18/2010,10.0771
03/19/2010,10.0643
03/22/2010,10.4129
03/23/2010,10.4229
03/24/2010,10.3386
03/25/2010,10.5057
03/26/2010,10.6143
03/29/2010,10.5571
03/30/2010,10.7229
03/31/2010,10.5343
04/01/2010,10.7143
04/05/2010,11.4271
04/06/2010,11.91
04/07/2010,11.39
04/08/2010,11.69
04/09/2010,11.7743
04/12/2010,11.8829
04/13/2010,12.34
04/14/2010,12.51
04/15/2010,12.4043
04/16/2010,12.1871
04/19/2010,12.1143
04/20/2010,12.4386
04/21/2010,12.4257
04/22/2010,14.3214
04/23/2010,14.2471
04/26/2010,15.4529
04/27/2010,14.5814
04/28/2010,14.1986
04/29/2010,14.7386
04/30/2010,14.1286
05/03/2010,14.57
05/04/2010,14.1943
05/05/2010,14.0329
05/06/2010,13.8529
05/07/2010,13.0129
05/10/2010,13.9293
05/11/2010,14.26
05/12/2010,15.4043
05/13/2010,15.7157
05/14/2010,14.3657
05/17/2010,15.1929
05/18/2010,14.5729
05/19/2010,14.3729
05/20/2010,13.57
05/21/2010,14.21
05/24/2010,14.5171
05/25/2010,15
05/26/2010,14.9714
05/27/2010,15.5514
05/28/2010,15.8786
06/01/2010,15.3271
06/02/2010,15.8257
06/03/2010,15.9786
06/04/2010,15.6829
06/07/2010,15.5943
06/08/2010,15.7614
06/09/2010,16.49
06/10/2010,16.9514
06/11/2010,17.2414
06/14/2010,18.1157
06/15/2010,17.6429
06/16/2010,17.81
06/17/2010,17.98
06/18/2010,18.06
06/21/2010,16.9986
06/22/2010,16.6329
06/23/2010,16.8243
06/24/2010,16.4643
06/25/2010,16.8543
06/28/2010,16.8014
06/29/2010,16.0829
06/30/2010,15.5214
07/01/2010,15.6657
07/02/2010,15.2971
07/06/2010,15.3243
07/07/2010,16.9271
07/08/2010,16.7114
07/09/2010,16.7906
07/12/2010,17.0543
07/13/2010,17.2743
07/14/2010,17.5714
07/15/2010,17.3014
07/16/2010,16.9129
07/19/2010,16.9857
07/20/2010,17.1986
07/21/2010,17.0929
07/22/2010,14.7943
07/23/2010,15.3857
07/26/2010,14.6843
07/27/2010,14.87
07/28/2010,14.33
07/29/2010,14.0029
07/30/2010,14.65
08/02/2010,14.5543
08/03/2010,14.9157
08/04/2010,15.4471
08/05/2010,15.79
08/06/2010,16.9029
08/09/2010,16.7
08/10/2010,17.8586
08/11/2010,18.0671
08/12/2010,19.0071
08/13/2010,18.8943
08/16/2010,19.6029
08/17/2010,18.9957
08/18/2010,17.9571
08/19/2010,18.32
08/20/2010,18.5657
08/23/2010,18.1286
08/24/2010,17.3257
08/25/2010,17.75
08/26/2010,17.9771
08/27/2010,18.0143
08/30/2010,17.5857
08/31/2010,17.9314
09/01/2010,19.2736
09/02/2010,19.7143
09/03/2010,19.7829
09/07/2010,20.2557
09/08/2010,20.8571
09/09/2010,20.8114
09/10/2010,20.88
09/13/2010,21.1343
09/14/2010,20.95
09/15/2010,20.4457
09/16/2010,20.0714
09/17/2010,20.0657
09/20/2010,20.4128
09/21/2010,21.0286
09/22/2010,22.4186
09/23/2010,22.9243
09/24/2010,23.1729
09/27/2010,23.57
09/28/2010,23.1229
09/29/2010,24.3757
09/30/2010,23.1657
10/01/2010,22.0943
10/04/2010,22.3414
10/05/2010,22.3089
10/06/2010,21.4671
10/07/2010,21.6329
10/08/2010,21.3771
10/11/2010,21.9557
10/12/2010,22.1986
10/13/2010,22.0871
10/14/2010,21.8257
10/15/2010,22.2457
10/18/2010,21.8571
10/19/2010,21.3329
10/20/2010,21.8786
10/21/2010,24.67
10/22/2010,24.0143
10/25/2010,23.8343
10/26/2010,25.3743
10/27/2010,25.5
10/28/2010,25.1
10/29/2010,24.7957
11/01/2010,23.91
11/02/2010,24.5157
11/03/2010,24.4943
11/04/2010,23.9743
11/05/2010,24.0143
11/08/2010,24.1614
11/09/2010,24.3514
11/10/2010,25.2671
11/11/2010,25.02
11/12/2010,24.7143
11/15/2010,24.0428
11/16/2010,23.6286
11/17/2010,23.8114
11/18/2010,24.0471
11/19/2010,24.72
11/22/2010,26.9028
11/23/2010,26.8157
11/24/2010,26.9671
11/26/2010,27.4143
11/29/2010,28.4171
11/30/2010,29.4143
12/01/2010,28.5914
12/02/2010,27.6314
12/03/2010,26.4928
12/06/2010,27.6386
12/07/2010,27.1157
12/08/2010,26.89
12/09/2010,27.2928
12/10/2010,27.8043
12/13/2010,26.2571
12/14/2010,25.4928
12/15/2010,25.5
12/16/2010,25.95
12/17/2010,25.7171
12/20/2010,25.4357
12/21/2010,26.6057
12/22/2010,26.4786
12/23/2010,26.3686
12/27/2010,25.7157
12/28/2010,26.2386
12/29/2010,25.7528
12/30/2010,25.6857
12/31/2010,25.1
01/03/2011,25.4871
01/04/2011,25.91
01/05/2011,25.6757
01/06/2011,25.4271
01/07/2011,25.6143
01/10/2011,26.84
01/11/2011,26.6643
01/12/2011,26.9857
01/13/2011,27.3557
01/14/2011,27.3543
01/18/2011,27.6686
01/19/2011,27.2671
01/20/2011,26.4286
01/21/2011,26.0128
01/24/2011,26.28
01/25/2011,26.6771
01/26/2011,26.1471
01/27/2011,30.1243
01/28/2011,31.14
01/31/2011,30.5828
02/01/2011,30.4143
02/02/2011,30.18
02/03/2011,30.2128
02/04/2011,31.4386
02/07/2011,31.1457
02/08/2011,31.0893
02/09/2011,31.7557
02/10/2011,31.8857
02/11/2011,33.01
02/14/2011,35.3643
02/15/2011,34.3986
02/16/2011,33.9603
02/17/2011,33.6614
02/18/2011,33.6443
02/22/2011,31.6571
02/23/2011,30.1714
02/24/2011,30.74
02/25/2011,30.3486
02/28/2011,29.5243
03/01/2011,29.2328
03/02/2011,29.1757
03/03/2011,29.0528
03/04/2011,30.1028
03/07/2011,29.6286
03/08/2011,27.9214
03/09/2011,27.57
03/10/2011,28.5743
03/11/2011,29.2201
03/14/2011,28.7428
03/15/2011,31.0157
03/16/2011,30.5486
03/17/2011,30.5571
03/18/2011,29.9143
03/21/2011,30.4057
03/22/2011,31.6271
03/23/2011,32.7228
03/24/2011,32.7328
03/25/2011,32.8586
03/28/2011,33.9028
03/29/2011,33.9114
03/30/2011,33.9928
03/31/2011,33.9686
04/01/2011,34.5843
04/04/2011,34.96
04/05/2011,34.89
04/06/2011,34.2814
04/07/2011,33.4228
04/08/2011,33.5514
04/11/2011,32.5943
04/12/2011,33.4171
04/13/2011,34.1071
04/14/2011,33.8186
04/15/2011,33.6414
04/18/2011,33.3328
04/19/2011,34.5071
04/20/2011,34.9186
04/21/2011,36.0314
04/25/2011,35.9528
04/26/2011,32.7014
04/27/2011,33.7086
04/28/2011,33.4814
04/29/2011,33.2386
05/02/2011,33.8846
05/03/2011,33.0343
05/04/2011,32.7414
05/05/2011,32.9014
05/06/2011,32.7814
05/09/2011,33.7728
05/10/2011,33.9471
05/11/2011,34.3814
05/12/2011,35.11
05/13/2011,35.2171
05/16/2011,33.87
05/17/2011,33.8486
05/18/2011,34.6486
05/19/2011,34.6757
05/20/2011,35.1286
05/23/2011,35.4043
05/24/2011,35.3714
05/25/2011,37.0671
05/26/2011,37.6786
05/27/2011,37.7871
05/31/2011,38.6857
06/01/2011,38.18
06/02/2011,38.8143
06/03/2011,39.1003
06/06/2011,37.5128
06/07/2011,37.67
06/08/2011,37.4657
06/09/2011,37.51
06/10/2011,36.946
06/13/2011,36.7457
06/14/2011,37.304
06/15/2011,36.7314
06/16/2011,35.6143
06/17/2011,35.0957
06/20/2011,35.09
06/21/2011,36.2357
06/22/2011,35.5228
06/23/2011,36.5314
06/24/2011,36.7086
06/27/2011,37.16
06/28/2011,37.87
06/29/2011,37.8486
06/30/2011,37.5271
07/01/2011,38.2843
07/05/2011,41.3757
07/06/2011,41.5657
07/07/2011,41.7743
07/08/2011,42.1628
07/11/2011,41.5343
07/12/2011,41.61
07/13/2011,42.6757
07/14/2011,40.9457
07/15/2011,40.99
07/18/2011,39.8571
07/19/2011,41.0414
07/20/2011,40.2
07/21/2011,39.4014
07/22/2011,39.5114
07/25/2011,40.2186
07/26/2011,38.13
07/27/2011,38.4886
07/28/2011,38.0886
07/29/2011,37.9986
08/01/2011,37.6257
08/02/2011,36.7428
08/03/2011,37.1428
08/04/2011,35.11
08/05/2011,34.4443
08/08/2011,32.3771
08/09/2011,33.9714
08/10/2011,33.2028
08/11/2011,34.7328
08/12/2011,34.8571
08/15/2011,35.1828
08/16/2011,34.1486
08/17/2011,33.1771
08/18/2011,31.0686
08/19/2011,29.3157
08/22/2011,29.3157
08/23/2011,31.3628
08/24/2011,30.8614
08/25/2011,30.8328
08/26/2011,31.6986
08/29/2011,32.1478
08/30/2011,33.7543
08/31/2011,33.5728
09/01/2011,33.3243
09/02/2011,30.4443
09/06/2011,31.2528
09/07/2011,30.8571
09/08/2011,30.1714
09/09/2011,29.1386
09/12/2011,30.0071
09/13/2011,29.8214
09/14/2011,29.8157
09/15/2011,24.1786
09/16/2011,22.17
09/19/2011,20.5357
09/20/2011,18.5757
09/21/2011,18.3571
09/22/2011,18.3614
09/23/2011,18.48
09/26/2011,18.8886
09/27/2011,18.2129
09/28/2011,18.1629
09/29/2011,16.17
09/30/2011,16.1814
10/03/2011,16.1786
10/04/2011,16.4143
10/05/2011,17.1086
10/06/2011,17.6057
10/07/2011,16.7443
10/10/2011,15.9457
10/11/2011,15.5229
10/12/2011,16.2314
10/13/2011,16.7157
10/14/2011,16.5771
10/17/2011,16.7614
10/18/2011,15.9629
10/19/2011,15.6314
10/20/2011,15.9257
10/21/2011,16.72
10/24/2011,16.9771
10/25/2011,11.0529
10/26/2011,11.3429
10/27/2011,11.5514
10/28/2011,12.02
10/31/2011,11.7257
11/01/2011,11.4414
11/02/2011,11.9129
11/03/2011,13.1843
11/04/2011,12.86
11/07/2011,12.9757
11/08/2011,12.9243
11/09/2011,12.5786
11/10/2011,12.16
11/11/2011,12.5357
11/14/2011,12.2457
11/15/2011,12.3257
11/16/2011,11.5971
11/17/2011,10.9229
11/18/2011,11.1514
11/21/2011,10.6386
11/22/2011,10.0643
11/23/2011,9.7857
11/25/2011,9.1226
11/28/2011,9.9929
11/29/2011,9.6529
11/30/2011,9.2186
12/01/2011,9.5957
12/02/2011,9.4814
12/05/2011,10.0171
12/06/2011,9.7343
12/07/2011,10.28
12/08/2011,9.9171
12/09/2011,10.1271
12/12/2011,10.7514
12/13/2011,10.3014
12/14/2011,10.1486
12/15/2011,9.96
12/16/2011,9.9743
12/19/2011,9.5929
12/20/2011,10.2
12/21/2011,10.1386
12/22/2011,10.5486
12/23/2011,10.3743
12/27/2011,10.0851
12/28/2011,9.8857
12/29/2011,9.9
12/30/2011,9.8986
01/03/2012,10.32
01/04/2012,11.4929
01/05/2012,11.3286
01/06/2012,12.3271
01/09/2012,14.0257
01/10/2012,13.69
01/11/2012,13.1643
01/12/2012,13.1643
01/13/2012,13.4829
01/17/2012,13.5314
01/18/2012,14.0771
01/19/2012,14.78
01/20/2012,14.32
01/23/2012,13.4229
01/24/2012,13.2386
01/25/2012,13.5771
01/26/2012,16.5729
01/27/2012,17.6843
01/30/2012,17.9186
01/31/2012,17.1714
02/01/2012,17.5671
02/02/2012,17.7143
02/03/2012,18.0614
02/06/2012,18.4643
02/07/2012,18.2686
02/08/2012,17.7143
02/09/2012,17.8343
02/10/2012,17.7043
02/13/2012,16.9
02/14/2012,17.5814
02/15/2012,17.4371
02/16/2012,17.4157
02/17/2012,17.4071
02/21/2012,16.7714
02/22/2012,16.0571
02/23/2012,16.1414
02/24/2012,15.9529
02/27/2012,15.63
02/28/2012,16.1886
02/29/2012,15.8186
03/01/2012,16.1071
03/02/2012,16.4429
03/05/2012,15.83
03/06/2012,15.3043
03/07/2012,15.0271
03/08/2012,15.4386
03/09/2012,15.59
03/12/2012,15.1714
03/13/2012,15.1929
03/14/2012,15.0357
03/15/2012,15.7386
03/16/2012,15.7086
03/19/2012,16.3329
03/20/2012,16.4314
03/21/2012,17.1571
03/22/2012,16.9614
